Economy,region,incomegroup,Year,Ease_of_Doing_Business_Rank,Overall_DTF,Starting_a_Business_Rank,Starting_a_Business_DTF,Starting_a_Business_Procedure_Men_(number),Starting_a_Business_Time_Men_(days),Starting_a_Business_Cost_Men_(%_of_income_per_capita),Starting_a_Business_Procedure_Women_(number),Starting_a_Business_Time_Women_(days),Starting_a_Business_Cost_Women_(%_of_income_per_capita),Starting_a_Business_Paid_in_min._capital_(%_of_income_per_capita),Dealing_with_Construction_Permits_Rank,Dealing_with_Construction_Permits_DTF,Dealing_with_Construction_Permits_Procedures_(number),Dealing_with_Construction_Permits_Time_(days),Dealing_with_Construction_Permits_Cost_(%_of_warehouse_value),Dealing_with_Construction_Permits_Building_quality_control_index_(0_15),Dealing_with_Construction_Permits_Quality_of_building_regulations_index_(0_2),Dealing_with_Construction_Permits_Quality_control_before_construction_index_(0_1),Dealing_with_Construction_Permits_Quality_control_during_construction_index_(0_3),Dealing_with_Construction_Permits_Quality_control_after_construction_index_(0_3),Dealing_with_Construction_Permits_Liability_and_insurance_regimes_index_(0_2),Dealing_with_Construction_Permits_Professional_certifications_index_(0_4),Getting_Electricity_Rank,Getting_Electricity_DTF,Getting_Electricity_Procedures_(number),Getting_Electricity_Time_(days),Getting_Electricity_Cost_(%_of_income_per_capita),Getting_Electricity_Reliability_of_supply_and_transparency_of_tariff_index_(0_8),Getting_Electricity_Total_duration_and_frequency_of_outages_per_customer_a_year_(0_3),Getting_Electricity_Mechanisms_for_monitoring_outages_(0_1),Getting_Electricity_Mechanisms_for_restoring_service_(0_1),Getting_Electricity_Regulatory_monitoring_(0_1),Getting_Electricity_Financial_deterrents_aimed_at_limiting_outages_(0_1),Getting_Electricity_Communication_of_tariffs_and_tariff_changes_(0_1),Getting_Electricity_Price_of_electricity_(US_cents_per_kWh),Registering_Property_Rank,Registering_Property_DTF,Registering_Property_Procedures_(number),Registering_Property_Time_(days),Registering_Property_Cost_(%_of_property_value),Registering_Property_Quality_of_the_land_administration_index_(0_30),Registering_Property_Reliability_of_infrastructure_index_(0_8),Registering_Property_Transparency_of_information_index_(0_6),Registering_Property_Geographic_coverage_index_(0_8),Registering_Property_Land_dispute_resolution_index_(0_8),Registering_Property_Equal_access_to_property_rights_index_(_2_0),Getting_Credit_Rank,Getting_Credit_DTF,Getting_Credit_Strength_of_legal_rights_index_(0_12),Getting_Credit_Strength_of_legal_rights_index_(0_10)_old_methodology,Getting_Credit_Depth_of_credit_information_index_(0_8),Getting_Credit_Depth_of_credit_information_index_(0_6)_old_methodology,Getting_Credit_Credit_registry_coverage_(%_of_adults),Getting_Credit_Credit_bureau_coverage_(%_of_adults),Protecting_Minority_Investors_Rank,Protecting_Minority_Investors_DTF,Protecting_Minority_Investors_Strength_of_minority_investor_protection_index_(0_10),Protecting_Minority_Investors_Strength_of_investor_protection_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_conflict_of_interest_regulation_index_(0_10),Protecting_Minority_Investors_Extent_of_disclosure_index_(0_10),Protecting_Minority_Investors_Extent_of_director_liability_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_shareholder_governance_index_(0_10),Protecting_Minority_Investors_Extent_of_shareholder_rights_index_(0_10),Protecting_Minority_Investors_Extent_of_ownership_and_control_index_(0_10),Protecting_Minority_Investors_Extent_of_corporate_transparency_index_(0_10),Paying_Taxes_Rank,Paying_Taxes_Postfiling_index_(0_100),Paying_Taxes_DTF,Paying_Taxes_Payments_(number_per_year),Paying_Taxes_Time_(hours_per_year),Paying_Taxes_Total_tax_rate_(%_of_profit),Paying_Taxes_Profit_tax_(%_of_profit),Paying_Taxes_Labor_tax_and_contributions_(%_of_profit),Paying_Taxes_Other_taxes_(%_of_profit),Paying_Taxes_Administrative_appeal_process,Trading_across_Borders_Rank,Trading_across_Borders_DTF,Trading_across_Borders_Time_to_export:_Border_compliance_(hours),Trading_across_Borders_Cost_to_export:_Border_compliance_(USD),Trading_across_Borders_Time_to_export:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_export:_Documentary_compliance_(USD),Trading_across_Borders_Time_to_import:_Border_compliance_(hours),Trading_across_Borders_Cost_to_import:_Border_compliance_(USD),Trading_across_Borders_Time_to_import:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_import:_Documentary_compliance_(USD),Trading_across_Borders_Documents_to_export_(number)_old_methodology,Trading_across_Borders_Time_to_export_(days)_old_methodology,Trading_across_Borders_Cost_to_export_(US$_per_container)_old_methodology,Trading_across_Borders_Documents_to_import_(number)_old_methodology,Trading_across_Borders_Time_to_import_(days)_old_methodology,Trading_across_Borders_Cost_to_import_(US$_per_container)_old_methodology,Enforcing_Contracts_Rank,Enforcing_Contracts_DTF,Enforcing_Contracts_Time_(days),Enforcing_Contracts_Cost_(%_of_claim),Enforcing_Contracts_Quality_of_judicial_processes_index_(0_18),Resolving_Insolvency_Rank,Resolving_Insolvency_DTF,Resolving_Insolvency_Recovery_rate_(cents_on_the_dollar),Resolving_Insolvency_Time_(years),Resolving_Insolvency_Cost_(%_of_estate),Resolving_Insolvency_Outcome_(0_as_piecemeal_sale_and_1_as_going_concern),Resolving_Insolvency_Strength_of_insolvency_framework_index_(0_16),Resolving_Insolvency_Commencement_of_proceedings_index_(0_3),Resolving_Insolvency_Management_of_debtor's_assets_index_(0_6),Resolving_Insolvency_Reorganization_proceedings_index_(0_3),Resolving_Insolvency_Creditor_participation_index_(0_4)
India,South Asia,Lower middle income,DB2009,,,,47.78,15,32,70.1,15,32,70.1,239.4,,17.1,42,195,59.2,,,,,,,,,,,,,,,,,,,,,,59.33,7,47,7.5,,,,,,,,81.25,,8,,5,0,10.5,,56.67,,5.7,,6,4,,7,,,,,,,34.66,59,271,70.3,,,,,,65.06,,,,,,,,,7,17,895,10,20,1040,,25.81,1420,39.6,,,24.69,22.9,,9,,,,,,
India,South Asia,Lower middle income,DB2008,,,,44.83,15,34,74.6,15,34,74.6,269.5,,17.1,42,195,66.7,,,,,,,,,,,,,,,,,,,,,,56.18,7,64,7.7,,,,,,,,81.25,,8,,5,0,10.8,,56.67,,5.7,,6,4,,7,,,,,,,33.12,59,271,72.7,,,,,,64.87,,,,,,,,,7,18,770,10,21,990,,25.82,1420,39.6,,,25.91,24.1,,9,,,,,,
India,South Asia,Lower middle income,DB2007,,,,43.98,13,36,78.4,13,36,78.4,314.4,,17.1,42,195,77.8,,,,,,,,,,,,,,,,,,,,,,55.93,7,64,7.8,,,,,,,,68.75,,7,,4,0,6.1,,56.67,,5.7,,6,4,,7,,,,,,,33.2,58,264,74,,,,,,53.74,,,,,,,,,7,27,814,10,41,1324,,25.81,1420,39.6,,,27.2,25.3,,9,,,,,,
India,South Asia,Lower middle income,DB2006,,,,29.35,13,93,62,13,93,62,352.1,,17.1,42,195,83.6,,,,,,,,,,,,,,,,,,,,,,55.71,7,64,7.9,,,,,,,,37.5,,6,,0,0,1.7,,56.67,,5.7,,6,4,,7,,,,,,,39.43,55,264,66.6,,,,,,53.23,,,,,,,,,7,27,814,10,41,1324,,25.81,1420,39.6,,,27.02,25.1,,9,,,,,,
India,South Asia,Lower middle income,DB2005,,,,26.78,13,123,49.5,13,123,49.5,390.1,,,,,,,,,,,,,,,,,,,,,,,,,,,44.38,7,64,13,,,,,,,,37.5,,6,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.81,1420,39.6,,,26.46,24.6,,9,,,,,,
India,South Asia,Lower middle income,DB2004,,,,25.68,13,123,53.4,13,123,53.4,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.81,1420,39.6,,,26.42,24.5,,9,,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2017,91,61.52,151,76.43,11.2,24.9,19.4,11.2,24.9,19.4,0,116,65.73,17,200.2,5.1,13,0,0,0,0,0,0,49,80.92,4.8,57.7,357,6,2,1,0,0,1,0,11,118,55.72,5,27.4,10.8,12.3,,,,,0,62,60,6,,6,,51.8,0,70,56.67,5.7,,5.7,10,5,2,,5.7,6,6,5,104,76.5,69.25,43,221,30.6,,,,N/A,108,65.87,53,254,61,139,99,383,133,164,,,,,,,166,38.15,471,115.7,7.8,76,46.46,31.2,1.9,21.6,,9.5,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2016,106,58.51,167,67.51,12,47.8,19.9,12,47.8,19.9,31,113,65.26,17,200.2,5.5,13,0,0,0,0,0,0,61,77.6,5,79,383,6,2,1,0,1,1,0,13.7,123,53.24,5,27.4,10.8,9.3,,,,,N/A,70,55,5,,6,,48.5,0,69,56.67,5.7,,5.7,10,5,2,,5.7,6,6,5,115,76.5,64.47,54,234,29.7,,,,,113,63.53,53,254,72,170,99,383,144,164,,,,,,,171,35.37,471,115.7,6.3,74,46.48,31.2,1.9,21.6,,9.5,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2015,,56.68,,65.9,12,52.5,21.1,12,52.5,21.1,35.5,,64.26,17,200.2,6.3,13,,,,,,,,77.42,5,81.3,360,6,3,0,0,1,1,0,,,53.29,5,27.4,10.8,9.3,,,,,,,50,4,,6,,46.4,0,,56.67,5.7,,5.7,10,5,2,,5.7,6,6,5,,,53.66,65,253.5,31.4,,,,,,63.53,53,254,72,170,99,383,144,164,,17,571.8,,26,646.8,,35.37,471,115.7,6.3,,46.75,31.7,1.9,21.6,,9.5,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2014,,57.32,,60.97,11.2,75.5,21.9,11.2,75.5,21.9,38.5,,55.89,17,200.2,6.8,,,,,,,,,73.07,5.8,86.8,368.1,,,,,,,,,,60.78,5,27.4,10.8,,,,,,,,59.75,4,4.6,6,5,41.2,0,,60,5.7,,5.7,10,5,2,3,5.7,6,6,5,,,53.38,65,259,31.4,,,,,,78.01,,,,,,,,,,17,595.2,,23,646.8,,37.28,471,115.7,,,46.71,31.6,1.9,21.6,,9.5,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2013,,58.72,,69.37,10,48,22.7,10,48,22.7,42,,61.86,17,191,3.8,,,,,,,,,71.38,6,89,403.8,,,,,,,,,,60.98,5,25,10.8,,,,,,,,62.5,,5,,5,36,0,,60,,6,,10,5,,3,,,,,,,54.63,65,259,28.7,,,,,,77.58,,,,,,,,,4,17,644,8,23,660,,36.55,498,139.4,,,32.37,30.1,,22,0,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2012,,58.39,,68.98,10,48,23.5,10,48,23.5,46.6,,61.17,17,191,4.2,,,,,,,,,65.65,7,89,447.7,,,,,,,,,,61.04,5,25,10.8,,,,,,,,62.5,,5,,5,31.8,0,,60,,6,,10,5,,3,,,,,,,59.82,53,266,28.7,,,,,,76.13,,,,,,,,,4,17,644,8,27,660,,36.55,498,139.4,,,32.07,29.8,,22,0,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2011,,57.46,,66.57,11,49,25.8,11,49,25.8,53.1,,60.19,17,191,4.8,,,,,,,,,60.19,7,101,1350,,,,,,,,,,60.94,5,25,10.9,,,,,,,,62.5,,5,,5,25.2,0,,60,,6,,10,5,,3,,,,,,,60.41,52,266,28.7,,,,,,75.71,,,,,,,,,4,17,644,8,27,660,,36.55,498,139.4,,,31.52,29.3,,22,,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2010,,56.84,,62.98,11,62,25,11,62,25,59.7,,59.2,17,191,5.4,,,,,,,,,59.49,7,101,1520,,,,,,,,,,61.24,5,25,10.7,,,,,,,,62.5,,5,,5,22,0,,60,,6,,10,5,,3,,,,,,,59.52,51,266,31.8,,,,,,74.91,,,,,,,,,4,18,644,8,27,660,,36.55,498,139.4,,,31.97,29.7,,22,,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2009,,,,48.87,12,83,76.7,12,83,76.7,74.2,,57.03,17,191,6.7,,,,,,,,,,,,,,,,,,,,,,59,5,40,10.7,,,,,,,,62.5,,5,,5,26.1,0,,56.67,,5.7,,9,5,,3,,,,,,,59.83,51,266,31.1,,,,,,73.84,,,,,,,,,4,18,644,8,27,660,,36.55,498,139.4,,,31.97,29.7,,22,,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2008,,,,44.96,13,112,80,13,112,80,38.4,,53.75,17,191,8.6,,,,,,,,,,,,,,,,,,,,,,59.23,5,40,10.5,,,,,,,,50,,5,,3,20.5,0.2,,56.67,,5.7,,9,5,,3,,,,,,,59.74,51,266,31.3,,,,,,73.49,,,,,,,,,4,18,607,8,27,623,,37.59,498,139.4,,,30.98,28.8,,22,,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2007,,,,43.91,13,104,86.7,13,104,86.7,41.7,,52.53,17,191,9.4,,,,,,,,,,,,,,,,,,,,,,59.31,5,40,10.5,,,,,,,,43.75,,5,,2,8.4,0.2,,56.67,,5.7,,9,5,,3,,,,,,,43.77,51,576,31.3,,,,,,71.66,,,,,,,,,4,22,486,8,27,675,,37.59,498,139.4,,,12.65,11.8,,18,,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2006,,,,41.58,13,164,101.7,13,164,101.7,48.9,,49.82,17,191,11,,,,,,,,,,,,,,,,,,,,,,59.5,5,40,10.4,,,,,,,,31.25,,5,,0,0,0.1,,56.67,,5.7,,9,5,,3,,,,,,,44.59,51,560,31.3,,,,,,70.54,,,,,,,,,4,22,486,8,27,675,,37.59,498,139.4,,,14.05,13.1,,18,,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2005,,,,37.09,13,164,130.7,13,164,130.7,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,59.86,5,40,10.3,,,,,,,,31.25,,5,,0,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,498,139.4,,,11.37,10.6,,18,,,,,,
Indonesia,East Asia & Pacific,Lower middle income,DB2004,,,,35.95,13,181,136.7,13,181,136.7,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,498,139.4,,,10.62,9.9,,18,,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2017,120,57.26,102,85.06,8,15,1.1,9,16,1.1,0,27,78.5,15,99,1.7,12.5,1,1,2,3,1.5,4,94,69.15,6,77,828.6,5,1,1,1,1,0,1,6.2,86,64.17,7,12,5.7,15,6,1,4,4,0,101,45,2,,7,,51,50.5,165,35,3.5,,4,7,4,1,,3,4,3,2,100,78.8,69.79,20,344,44.1,17.8,25.9,0.4,N/A,170,40.66,101,565,152,143,141,660,270,197,,,,,,,70,60,505,17,5.5,156,25.25,17.9,4.5,15,0,5,2,2,0,1
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2016,117,57.08,97,84.86,8,15,2.7,9,16,2.7,0,27,77.9,15,99,2.1,12.5,1,1,2,3,1.5,4,90,69.17,6,77,823.4,5,1,1,1,1,0,1,8.1,85,64.33,7,12,5.6,15,6,1,4,4,N/A,97,45,2,,7,,49.1,46.6,166,35,3.5,,4,7,4,1,,3,4,3,2,99,78.8,69.79,20,344,44.1,17.8,25.9,0.4,,171,39.38,107,565,159,143,148,660,284,197,,,,,,,69,60,505,17,5.5,155,25.32,18,4.5,15,0,5,2,2,0,1
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2015,,56.27,,84.82,8,15,3.1,9,16,3.1,0,,73.94,15,99,5.3,12.5,1,1,2,3,1.5,4,,65.45,6,110,865.6,5,1,1,1,1,0,1,10,,64.34,7,12,5.6,15,6,1,4,4,,,45,2,,7,,45,33.8,,35,3.5,,4,7,4,1,0,3,4,3,2,,,66.78,20,344,44.1,17.8,25.9,0.4,,,39.38,107,565,159,143,148,660,284,197,7,25,1350,11,37,1555,,61.85,505,17,6.5,,26.13,19.5,4.5,15,0,5,2,2,0,1
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2014,,58.81,,82.58,9,18,3.1,10,19,3.1,0,,72.49,15,99,4.3,,,,,,,,,61.58,7,110,694.9,,,,,,,,,,69.12,7,12,5.6,,,,,,,,62.5,2,5,7,5,41.6,33.3,,36.67,3.5,3.7,4,7,4,1,0,3,4,3,2,,,66.78,20,344,44.1,17.8,25.9,,,,52.7,,,,,,,,,7,25,1470,11,37,2100,,63.35,505,17,,,25.8,18.9,,15,0,5,2,2,0,1
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2013,,58.66,,82.55,9,18,3.4,10,19,3.4,0,,71.49,15,99,4.9,,,,,,,,,61.2,7,110,788.4,,,,,,,,,,69.11,7,12,5.6,,,,,,,,62.5,,5,,5,25.9,31.9,,36.67,,3.7,,7,4,,0,,,,,,,66.78,20,344,44.1,,,,,,51.9,,,,,,,,,7,25,1470,11,37,2100,,63.35,505,17,,,21.01,19.5,,15,0,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2012,,57.08,,85.21,8,13,3.9,9,14,3.9,0,,68.65,15,99,6.6,,,,,,,,,60.09,7,110,1058.5,,,,,,,,,,69.1,7,12,5.6,,,,,,,,56.25,,5,,4,26.5,24.4,,30,,3,,5,4,,0,,,,,,,66.78,20,344,44.1,,,,,,50.3,,,,,,,,,7,25,1275,11,37,1885,,63.35,505,17,,,21.01,19.5,,15,0,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2011,,56.98,,85.19,8,13,4.2,9,14,4.2,0,,68.1,15,99,6.9,,,,,,,,,59.88,7,110,1108.4,,,,,,,,,,69.27,7,12,5.5,,,,,,,,56.25,,5,,4,22.7,4.5,,30,,3,,5,4,,0,,,,,,,66.78,20,344,44.1,,,,,,50,,,,,,,,,7,25,1090,11,37,1735,,63.35,505,17,,,21.01,19.5,,15,,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2010,,56.78,,85.72,8,11,3.9,9,12,3.9,0,,68.6,15,99,6.6,,,,,,,,,60.08,7,110,1061.1,,,,,,,,,,69.3,7,12,5.5,,,,,,,,56.25,,5,,4,31.3,0,,30,,3,,5,4,,0,,,,,,,65.61,22,344,44.2,,,,,,48.32,,,,,,,,,7,25,1061,11,43,1706,,62.94,520,17,,,21.01,19.5,,15,,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2009,,,,79.39,9,30,4.6,10,31,4.6,0,,34.65,17,401,9.6,,,,,,,,,,,,,,,,,,,,,,69.2,7,12,5.6,,,,,,,,50,,5,,3,21.7,0,,30,,3,,5,4,,0,,,,,,,65.61,22,344,44.2,,,,,,44.26,,,,,,,,,7,26,1011,11,44,1656,,62.94,520,17,,,21.01,19.5,,15,,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2008,,,,79.31,9,30,5.3,10,31,5.3,0,,30.31,17,401,12.2,,,,,,,,,,,,,,,,,,,,,,69.15,7,12,5.6,,,,,,,,50,,5,,3,22.2,0,,30,,3,,5,4,,0,,,,,,,65.61,22,344,44.2,,,,,,44.42,,,,,,,,,7,26,860,11,44,1330,,62.94,520,17,,,17.26,16,,15,,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2007,,,,79.29,9,30,5.4,10,31,5.4,0,,29.34,17,401,12.8,,,,,,,,,,,,,,,,,,,,,,69.3,7,12,5.5,,,,,,,,50,,5,,3,13.7,0,,30,,3,,5,4,,0,,,,,,,65.61,22,344,44.2,,,,,,42.03,,,,,,,,,7,26,860,11,44,1330,,62.94,520,17,,,17.94,16.7,,15,,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2006,,,,79.18,9,30,6.3,10,31,6.3,0,,23.94,17,401,16,,,,,,,,,,,,,,,,,,,,,,69.09,7,12,5.6,,,,,,,,50,,5,,3,13.7,0,,30,,3,,5,4,,0,,,,,,,65.61,22,344,44.2,,,,,,38.28,,,,,,,,,7,26,860,11,44,1330,,62.94,520,17,,,17.49,16.3,,15,,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2005,,,,77.33,10,31,7.3,11,32,7.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,69.03,7,12,5.6,,,,,,,,43.75,,5,,2,13.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.94,520,17,,,16.93,15.7,,15,,,,,,
"Iran, Islamic Rep",Middle East & North Africa,Upper middle income,DB2004,,,,77.43,10,31,6.5,11,32,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.94,520,17,,,16.93,15.7,,15,,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2017,165,45.61,164,71.32,9,34,51.9,10,35,51.9,18.6,104,67.66,11,167,0.3,5.5,1,1,0,2,0.5,1,133,57.51,6,56,279.2,0,0,1,1,0,0,0,14.3,115,56.28,5,51,7.9,10.5,1,0.5,4,5,0,181,5,1,,0,,0,0,123,45,4.5,,4.7,4,5,5,,4.3,8,3,2,52,84.9,80.86,14,312,27.8,14.3,13.5,0,N/A,179,23.51,69,1018,504,1800,131,644,176,900,,,,,,,138,48.94,520,28.1,2,169,0,0,N/A,N/A,N/A,0,2,4,0,1
Iraq,Middle East & North Africa,Upper middle income,DB2016,166,44.99,153,73.45,9,34,37.4,10,35,37.4,13.4,130,62.26,12,229,0.2,5.5,1,1,0,2,0.5,1,138,55.07,6,80,224.7,0,0,1,1,0,0,0,7.9,114,55.77,5,51,8.2,10.5,1,0.5,4,5,N/A,181,5,1,,0,,0,0,118,45,4.5,,4.7,4,5,5,,4.3,8,3,2,50,84.9,80.86,14,312,27.8,14.3,13.5,0,,179,23.51,69,1018,504,1800,131,644,176,900,,,,,,,138,48.94,520,28.1,2,169,0,0,N/A,N/A,N/A,0,2,4,0,1
Iraq,Middle East & North Africa,Upper middle income,DB2015,,45.09,,73.95,10,27,35.9,11,28,35.9,12.8,,62.27,12,229,0.2,5.5,1,1,0,2,0.5,1,,55.1,6,80,215.1,0,0,1,1,0,0,0,7.9,,55.71,5,51,8.2,10.5,1,0.5,4,5,,,5,1,,0,,0,0,,45,4.5,,4.7,4,5,5,4,4.3,8,3,2,,,79.53,14,312,27.8,14.3,13.5,0,,,23.51,69,1018,504,1800,131,644,176,900,10,80,3550,10,82,3650,,50.79,520,28.1,3,,0,0,N/A,N/A,N/A,0,2,4,0,1
Iraq,Middle East & North Africa,Upper middle income,DB2014,,49.49,,73.84,10,27,36.7,11,28,36.7,13.1,,70.77,12,229,0.2,,,,,,,,,78.06,6,50,153.5,,,,,,,,,,62.65,5,51,8.2,,,,,,,,18.75,1,3,0,0,0,0,,43.33,4.5,4.3,4.7,4,5,5,4,4.3,8,3,2,,,79.53,14,312,27.8,14.6,13.5,,,,20.64,,,,,,,,,10,80,3550,10,82,3650,,47.32,520,28.1,,,0,0,N/A,N/A,N/A,0,2,4,0,1
Iraq,Middle East & North Africa,Upper middle income,DB2013,,48.9,,68.86,10,27,70.5,11,28,70.5,25.2,,70.31,12,229,0.5,,,,,,,,,76.64,6,50,499.7,,,,,,,,,,64.25,5,51,7.5,,,,,,,,18.75,,3,,0,0,0,,43.33,,4.3,,4,5,,4,,,,,,,79.58,14,312,27.8,,,,,,19.92,,,,,,,,,10,80,3550,10,82,3650,,47.32,520,28.1,,,0,0,N/A,N/A,0,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2012,,47.76,,62.02,11,30,102.3,12,31,102.3,35.5,,70.28,12,229,0.5,,,,,,,,,76.18,6,50,611.7,,,,,,,,,,65.62,5,51,6.9,,,,,,,,18.75,,3,,0,0,0,,43.33,,4.3,,4,5,,4,,,,,,,79.58,14,312,27.8,,,,,,14.57,,,,,,,,,10,80,3550,10,83,3650,,47.32,520,28.1,,,0,0,N/A,N/A,0,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2011,,47.55,,62.74,11,30,92.5,12,31,92.5,43.6,,70.18,12,229,0.6,,,,,,,,,77.02,6,50,407.7,,,,,,,,,,66.69,5,51,6.4,,,,,,,,18.75,,3,,0,0,0,,43.33,,4.3,,4,5,,4,,,,,,,79.58,14,312,27.8,,,,,,9.87,,,,,,,,,10,80,3550,10,83,3650,,47.32,520,28.1,,,0,0,N/A,N/A,,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2010,,48.18,,67.05,11,30,64.6,12,31,64.6,30.3,,70.43,12,229,0.4,,,,,,,,,77.38,6,50,320,,,,,,,,,,63.74,5,51,7.7,,,,,,,,18.75,,3,,0,0,0,,43.33,,4.3,,4,5,,4,,,,,,,79.58,14,312,27.8,,,,,,13.96,,,,,,,,,10,102,3900,10,101,3900,,47.62,520,27.3,,,0,0,N/A,N/A,,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2009,,,,57.46,11,30,126.9,12,31,126.9,59.1,,69.55,12,229,1,,,,,,,,,,,,,,,,,,,,,,66.42,5,51,6.5,,,,,,,,18.75,,3,,0,0,0,,43.33,,4.3,,4,5,,4,,,,,,,79.58,14,312,27.8,,,,,,8.26,,,,,,,,,10,102,3900,10,101,3900,,45.67,520,32.5,,,0,0,N/A,N/A,,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2008,,,,64.38,11,30,68.5,12,31,68.5,65.4,,69.5,12,229,1,,,,,,,,,,,,,,,,,,,,,,67,5,51,6.3,,,,,,,,18.75,,3,,0,0,0,,43.33,,4.3,,4,5,,4,,,,,,,79.58,14,312,27.8,,,,,,8.26,,,,,,,,,10,102,3400,10,101,3400,,45.67,520,32.5,,,0,0,N/A,N/A,,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2007,,,,66.86,11,29,54.8,12,30,54.8,57.1,,69.54,12,229,1,,,,,,,,,,,,,,,,,,,,,,66.23,5,51,6.6,,,,,,,,18.75,,3,,0,0,0,,43.33,,4.3,,4,5,,4,,,,,,,79.58,14,312,27.8,,,,,,8.26,,,,,,,,,10,102,3400,10,101,3400,,45.67,520,32.5,,,0,0,N/A,N/A,,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2006,,,,71.26,11,30,30.3,12,31,30.3,31.6,,70.27,12,229,0.5,,,,,,,,,,,,,,,,,,,,,,63.85,5,51,7.7,,,,,,,,18.75,,3,,0,0,0,,43.33,,4.3,,4,5,,4,,,,,,,80.34,14,312,24.2,,,,,,8.26,,,,,,,,,10,102,3400,10,101,3400,,45.67,520,32.5,,,0,0,N/A,N/A,,,,,,
Iraq,Middle East & North Africa,Upper middle income,DB2005,,,,71.26,11,30,30.3,12,31,30.3,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,63.85,5,51,7.7,,,,,,,,18.75,,3,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.67,520,32.5,,,0,0,N/A,N/A,,,,,,
Ireland,High income: OECD,High income,DB2017,18,79.53,10,95.91,3,5,0.2,3,5,0.2,0,38,76.01,10,149.5,5.4,13,2,1,3,3,0,4,33,84.19,5,85,61.9,8,3,1,1,1,1,1,21.4,41,76.28,5,31.5,2.5,21,8,4.5,2,6.5,0,32,70,7,,7,,0,100,13,73.33,7.3,,8.7,9,8,9,,6,7,4,7,5,92.7,94.4,9,82,26,12.4,12.2,1.4,N/A,47,87.25,24,305,1,75,24,253,1,75,,,,,,,90,57.88,650,26.9,8.5,17,80.01,87.7,0.4,9,1,10.5,3,5,1.5,1
